SampleID	Sample_Type	Sample_Name	Merging	SeqRun	Extracted_by
V2804	Vagina	NSW-SYD-RHW-072	NSW-SYD-RHW-072	17	NS
V2805	Vagina	NSW-SYD-CHW-076	NSW-SYD-CHW-076	17	NS
V2806	Vagina	NSW-SYD-CHW-098	NSW-SYD-CHW-098	17	NS
V2807	Vagina	NSW-SYD-RHW-078	NSW-SYD-RHW-078	17	NS
V2808	Vagina	NSW-SYD-STG-031	NSW-SYD-STG-031	17	NS
V2809	Vagina	NSW-SYD-STG-029	NSW-SYD-STG-029	17	NS
V2810	Vagina	QLD-BRI-MATER-001	QLD-BRI-MATER-001	17	NS
V2896	Vagina	QLD-BRI-MATER-172	QLD-BRI-MATER-172	17	EB
V2897	Vagina	QLD-BRI-MATER-175	QLD-BRI-MATER-175	17	EB
V2898	Vagina	QLD-BRI-MATER-183	QLD-BRI-MATER-183	17	EB
V2899	Vagina	QLD-BRI-MATER-181	QLD-BRI-MATER-181	17	KN
V2900	Vagina	SA-ADEL-REG-066	SA-ADEL-REG-066	17	KN
V2901	Vagina	SA-ADEL-WCH-118	SA-ADEL-WCH-118	17	KN
V2902	Vagina	SA-ADEL-REG-037	SA-ADEL-REG-037	17	KN
V2903	Vagina	SA-ADEL-REG-078	SA-ADEL-REG-078	17	KN
V2803	Vagina	NSW-SYD-RHW-074	NSW-SYD-RHW-074	17	NS
V2876	Vagina	VIC-MEL-RMH-046	VIC-MEL-RMH-046	17	EB
V2877	Vagina	VIC-MEL-RMH-032	VIC-MEL-RMH-032	17	EB
V2878	Vagina	VIC-MEL-RMH-012	VIC-MEL-RMH-012	17	EB
V2879	Vagina	VIC-MEL-RMH-072	VIC-MEL-RMH-072	17	EB
V2880	Vagina	VIC-MEL-RMH-122	VIC-MEL-RMH-122	17	EB
V2881	Vagina	VIC-MEL-RMH-113	VIC-MEL-RMH-113	17	EB
V2882	Vagina	VIC-MEL-RMH-108	VIC-MEL-RMH-108	17	EB
V2968	Vagina	WA-PER-PMH-062	WA-PER-PMH-062	17	NS
V2969	Vagina	WA-PER-PMH-073	WA-PER-PMH-073	17	NS
V2970	Vagina	WA-PER-PMH-067	WA-PER-PMH-067	17	NS
V2971	Vagina	WA-PER-PMH-095	WA-PER-PMH-095	17	NS
V2972	Vagina	NSW-SYD-CHW-044	NSW-SYD-CHW-044	17	NS
V2973	Vagina	NSW-SYD-RHW-059	NSW-SYD-RHW-059	17	NS
V2974	Vagina	NSW-SYD-CHW-053	NSW-SYD-CHW-053	17	NS
V2975	Vagina	NSW-SYD-STG-026	NSW-SYD-STG-026	17	NS
V2875	Vagina	VIC-MEL-RMH-050	VIC-MEL-RMH-050	17	EB
V2884	Vagina	WA-PER-PMH-097	WA-PER-PMH-097	17	EB
V2885	Vagina	WA-PER-PMH-094	WA-PER-PMH-094	17	EB
V2886	Vagina	WA-PER-PMH-101	WA-PER-PMH-101	17	EB
V2887	Vagina	WA-PER-PMH-111	WA-PER-PMH-111	17	EB
V2888	Vagina	WA-PER-PMH-106	WA-PER-PMH-106	17	EB
V2889	Vagina	NSW-SYD-CHW-063	NSW-SYD-CHW-063	17	EB
V2890	Vagina	NSW-SYD-CHW-084	NSW-SYD-CHW-084	17	EB
V2976	Vagina	NSW-SYD-CHW-060	NSW-SYD-CHW-060	17	NS
V2977	Vagina	NSW-SYD-CHW-070	NSW-SYD-CHW-070	17	NS
V2978	Vagina	QLD-BRI-MATER-149	QLD-BRI-MATER-149	17	NS
V2979	Vagina	QLD-BRI-MATER-129	QLD-BRI-MATER-129	17	NS
V2980	Vagina	QLD-BRI-MATER-143	QLD-BRI-MATER-143	17	NS
V2981	Vagina	QLD-BRI-MATER-156	QLD-BRI-MATER-156	17	NS
V2982	Vagina	QLD-BRI-MATER-179	QLD-BRI-MATER-179	17	NS
V2983	Vagina	SA-ADEL-WCH-101	SA-ADEL-WCH-101	17	NS
V2883	Vagina	WA-PER-PMH-093	WA-PER-PMH-093	17	EB
V2892	Vagina	QLD-BRI-MATER-163	QLD-BRI-MATER-163	17	EB
V2893	Vagina	QLD-BRI-MATER-142	QLD-BRI-MATER-142	17	EB
V2895	Vagina	QLD-BRI-MATER-169	QLD-BRI-MATER-169	17	EB
VH2O1	Blank	Water_Control_for_16S_PCR2	Water_Control_for_16S_PCR2	17	
VZRStd1	Standard	ZR_Microbial_DNA_Standard_5ng	ZR_Microbial_DNA_Standard_5ng	17	
VNTC1	Blank	No_template_control_16S_PCR1	No_template_control_16S_PCR1	17	
V2984	Vagina	SA-ADEL-WCH-105	SA-ADEL-WCH-105	17	NS
V2985	Vagina	SA-ADEL-WCH-129	SA-ADEL-WCH-129	17	NS
V2986	Vagina	VIC-MEL-RMH-075	VIC-MEL-RMH-075	17	NS
V2988	Vagina	VIC-MEL-RMH-087	VIC-MEL-RMH-087	17	NS
VH2O2	Blank	Water_Control_for_16S_PCR2	Water_Control_for_16S_PCR2	17	
VZRStd2	Standard	ZR_Microbial_DNA_Standard_5ng	ZR_Microbial_DNA_Standard_5ng	17	
VNTC2	Blank	No_template_control_16S_PCR1	No_template_control_16S_PCR1	17	
V2891	Blank	Kit_Blank	Kit_Blank	17	EB
V2804rep2	Vagina	NSW-SYD-RHW-072_rep2	NSW-SYD-RHW-072	17	NS
V2805rep2	Vagina	NSW-SYD-CHW-076_rep2	NSW-SYD-CHW-076	17	NS
V2806rep2	Vagina	NSW-SYD-CHW-098_rep2	NSW-SYD-CHW-098	17	NS
V2807rep2	Vagina	NSW-SYD-RHW-078_rep2	NSW-SYD-RHW-078	17	NS
V2808rep2	Vagina	NSW-SYD-STG-031_rep2	NSW-SYD-STG-031	17	NS
V2809rep2	Vagina	NSW-SYD-STG-029_rep2	NSW-SYD-STG-029	17	NS
V2810rep2	Vagina	QLD-BRI-MATER-001_rep2	QLD-BRI-MATER-001	17	NS
V2896rep2	Vagina	QLD-BRI-MATER-172_rep2	QLD-BRI-MATER-172	17	EB
V2897rep2	Vagina	QLD-BRI-MATER-175_rep2	QLD-BRI-MATER-175	17	EB
V2898rep2	Vagina	QLD-BRI-MATER-183_rep2	QLD-BRI-MATER-183	17	EB
V2899rep2	Vagina	QLD-BRI-MATER-181_rep2	QLD-BRI-MATER-181	17	KN
V2900rep2	Vagina	SA-ADEL-REG-066_rep2	SA-ADEL-REG-066	17	KN
V2901rep2	Vagina	SA-ADEL-WCH-118_rep2	SA-ADEL-WCH-118	17	KN
V2902rep2	Vagina	SA-ADEL-REG-037_rep2	SA-ADEL-REG-037	17	KN
V2903rep2	Vagina	SA-ADEL-REG-078_rep2	SA-ADEL-REG-078	17	KN
V2803rep2	Vagina	NSW-SYD-RHW-074_rep2	NSW-SYD-RHW-074	17	NS
V2812rep2	Vagina	QLD-BRI-MATER-053_rep2	QLD-BRI-MATER-053	17	NS
V2813rep2	Vagina	QLD-BRI-MATER-088_rep2	QLD-BRI-MATER-088	17	NS
V2814rep2	Vagina	SA-ADEL-WCH-017_rep2	SA-ADEL-WCH-017	17	NS
V2815rep2	Vagina	SA-ADEL-WCH-023_rep2	SA-ADEL-WCH-023	17	NS
V2816rep2	Vagina	SA-ADEL-WCH-027_rep2	SA-ADEL-WCH-027	17	NS
V2817rep2	Vagina	SA-ADEL-WCH-037_rep2	SA-ADEL-WCH-037	17	NS
V2818rep2	Vagina	SA-ADEL-WCH-045_rep2	SA-ADEL-WCH-045	17	NS
V2904rep2	Vagina	SA-ADEL-WCH-134_rep2	SA-ADEL-WCH-134	17	KN
V2905rep2	Vagina	VIC-MEL-RMH-049_rep2	VIC-MEL-RMH-049	17	KN
V2906rep2	Vagina	VIC-MEL-RMH-099_rep2	VIC-MEL-RMH-099	17	KN
V2907rep2	Vagina	VIC-MEL-RMH-114_rep2	VIC-MEL-RMH-114	17	KN
V2908rep2	Vagina	VIC-MEL-RMH-096_rep2	VIC-MEL-RMH-096	17	KN
V2909rep2	Vagina	VIC-MEL-RMH-119_rep2	VIC-MEL-RMH-119	17	KN
V2910rep2	Vagina	VIC-MEL-RMH-168_rep2	VIC-MEL-RMH-168	17	KN
V2911rep2	Vagina	WA-PER-PMH-100_rep2	WA-PER-PMH-100	17	KN
V2811rep2	Vagina	QLD-BRI-MATER-030_rep2	QLD-BRI-MATER-030	17	NS
V2820rep2	Vagina	SA-ADEL-REG-018_rep2	SA-ADEL-REG-018	17	NS
V2821rep2	Vagina	SA-ADEL-WCH-073_rep2	SA-ADEL-WCH-073	17	NS
V2822rep2	Vagina	SA-ADEL-WCH-069_rep2	SA-ADEL-WCH-069	17	NS
V2823rep2	Vagina	SA-ADEL-REG-014_rep2	SA-ADEL-REG-014	17	NS
V2824rep2	Vagina	VIC-MEL-RMH-009_rep2	VIC-MEL-RMH-009	17	NS
V2825rep2	Vagina	VIC-MEL-RMH-033_rep2	VIC-MEL-RMH-033	17	NS
V2826rep2	Vagina	WA-PER-PMH-022_rep2	WA-PER-PMH-022	17	NS
V2912rep2	Vagina	WA-PER-PMH-098_rep2	WA-PER-PMH-098	17	KN
V2913rep2	Vagina	WA-PER-PMH-119_rep2	WA-PER-PMH-119	17	KN
V2914rep2	Vagina	WA-PER-PMH-138_rep2	WA-PER-PMH-138	17	KN
V2915rep2	Vagina	SA-ADEL-WCH-156_rep2	SA-ADEL-WCH-156	17	NS
V2916rep2	Vagina	SA-ADEL-WCH-157_rep2	SA-ADEL-WCH-157	17	NS
V2917rep2	Vagina	VIC-MEL-RMH-125_rep2	VIC-MEL-RMH-125	17	NS
V2918rep2	Vagina	VIC-MEL-RMH-118_rep2	VIC-MEL-RMH-118	17	NS
V2919rep2	Vagina	VIC-MEL-RMH-131_rep2	VIC-MEL-RMH-131	17	NS
V2819rep2	Vagina	SA-ADEL-REG-001_rep2	SA-ADEL-REG-001	17	NS
V2828rep2	Vagina	WA-PER-PMH-033_rep2	WA-PER-PMH-033	17	NS
V2829rep2	Vagina	WA-PER-PMH-040_rep2	WA-PER-PMH-040	17	NS
V2830rep2	Vagina	WA-PER-PMH-039_rep2	WA-PER-PMH-039	17	NS
V2831rep2	Vagina	WA-PER-PMH-045_rep2	WA-PER-PMH-045	17	NS
V2832rep2	Vagina	WA-PER-PMH-052_rep2	WA-PER-PMH-052	17	NS
V2833rep2	Vagina	WA-PER-PMH-051_rep2	WA-PER-PMH-051	17	NS
V2834rep2	Vagina	WA-PER-PMH-066_rep2	WA-PER-PMH-066	17	NS
V2920rep2	Vagina	SA-ADEL-REG-016_rep2	SA-ADEL-REG-016	17	NS
V2921rep2	Vagina	NSW-SYD-STG-028_rep2	NSW-SYD-STG-028	17	NS
V2922rep2	Vagina	NSW-SYD-CHW-085_rep2	NSW-SYD-CHW-085	17	NS
V2923rep2	Vagina	NSW-SYD-CHW-093_rep2	NSW-SYD-CHW-093	17	NS
V2924rep2	Vagina	NSW-SYD-RHW-077_rep2	NSW-SYD-RHW-077	17	NS
V2925rep2	Vagina	NSW-SYD-CHW-101_rep2	NSW-SYD-CHW-101	17	NS
V2926rep2	Vagina	NSW-SYD-CHW-100_rep2	NSW-SYD-CHW-100	17	NS
V2927rep2	Vagina	QLD-BRI-MATER-025_rep2	QLD-BRI-MATER-025	17	NS
V2827rep2	Vagina	WA-PER-PMH-030_rep2	WA-PER-PMH-030	17	NS
V2836rep2	Vagina	NSW-SYD-CHW-008_rep2	NSW-SYD-CHW-008	17	EB
V2837rep2	Vagina	NSW-SYD-RHW-016_rep2	NSW-SYD-RHW-016	17	EB
V2838rep2	Vagina	NSW-SYD-CHW-015_rep2	NSW-SYD-CHW-015	17	EB
V2839rep2	Vagina	NSW-SYD-RHW-015_rep2	NSW-SYD-RHW-015	17	EB
V2840rep2	Vagina	NSW-SYD-RHW-044_rep2	NSW-SYD-RHW-044	17	EB
V2841rep2	Blank	Kit_Blank_rep2	Kit_Blank	17	EB
V2842rep2	Vagina	NSW-SYD-RHW-046_rep2	NSW-SYD-RHW-046	17	EB
V2928rep2	Vagina	QLD-BRI-MATER-057_rep2	QLD-BRI-MATER-057	17	NS
V2929rep2	Vagina	QLD-BRI-MATER-070_rep2	QLD-BRI-MATER-070	17	NS
V2930rep2	Vagina	SA-ADEL-WCH-005_rep2	SA-ADEL-WCH-005	17	NS
V2931rep2	Vagina	SA-ADEL-WCH-026_rep2	SA-ADEL-WCH-026	17	NS
V2932rep2	Vagina	SA-ADEL-WCH-030_rep2	SA-ADEL-WCH-030	17	NS
V2933rep2	Vagina	SA-ADEL-WCH-038_rep2	SA-ADEL-WCH-038	17	NS
V2934rep2	Vagina	VIC-MEL-RMH-011_rep2	VIC-MEL-RMH-011	17	NS
V2935rep2	Vagina	VIC-MEL-RMH-021_rep2	VIC-MEL-RMH-021	17	NS
V2835rep2	Vagina	NSW-SYD-STG-001_rep2	NSW-SYD-STG-001	17	EB
V2844rep2	Vagina	NSW-SYD-RHW-045_rep2	NSW-SYD-RHW-045	17	EB
V2845rep2	Vagina	NSW-SYD-RHW-053_rep2	NSW-SYD-RHW-053	17	EB
V2846rep2	Vagina	NSW-SYD-STG-019_rep2	NSW-SYD-STG-019	17	EB
V2847rep2	Vagina	NSW-SYD-STG-008_rep2	NSW-SYD-STG-008	17	EB
V2848rep2	Vagina	NSW-SYD-CHW-033_rep2	NSW-SYD-CHW-033	17	EB
V2849rep2	Vagina	QLD-BRI-MATER-095_rep2	QLD-BRI-MATER-095	17	EB
V2850rep2	Vagina	QLD-BRI-MATER-111_rep2	QLD-BRI-MATER-111	17	EB
V2936rep2	Vagina	VIC-MEL-RMH-058_rep2	VIC-MEL-RMH-058	17	NS
V2937rep2	Vagina	WA-PER-PMH-006_rep2	WA-PER-PMH-006	17	NS
V2938rep2	Vagina	WA-PER-PMH-008_rep2	WA-PER-PMH-008	17	NS
V2939rep2	Vagina	WA-PER-PMH-013_rep2	WA-PER-PMH-013	17	NS
V2940rep2	Vagina	WA-PER-PMH-010_rep2	WA-PER-PMH-010	17	NS
V2941rep2	Blank	Kit_Blank_rep2	Kit_Blank	17	NS
V2942rep2	Vagina	WA-PER-PMH-026_rep2	WA-PER-PMH-026	17	NS
V2943rep2	Vagina	WA-PER-PMH-061_rep2	WA-PER-PMH-061	17	NS
V2843rep2	Vagina	NSW-SYD-RHW-050_rep2	NSW-SYD-RHW-050	17	EB
V2852rep2	Vagina	SA-ADEL-WCH-095_rep2	SA-ADEL-WCH-095	17	EB
V2853rep2	Vagina	SA-ADEL-REG-026_rep2	SA-ADEL-REG-026	17	EB
V2854rep2	Vagina	SA-ADEL-WCH-066_rep2	SA-ADEL-WCH-066	17	EB
V2855rep2	Vagina	SA-ADEL-WCH-081_rep2	SA-ADEL-WCH-081	17	EB
V2856rep2	Vagina	SA-ADEL-WCH-080_rep2	SA-ADEL-WCH-080	17	EB
V2857rep2	Vagina	SA-ADEL-REG-044_rep2	SA-ADEL-REG-044	17	EB
V2858rep2	Vagina	WA-PER-PMH-069_rep2	WA-PER-PMH-069	17	EB
V2944rep2	Vagina	WA-PER-PMH-064_rep2	WA-PER-PMH-064	17	NS
V2945rep2	Vagina	WA-PER-PMH-058_rep2	WA-PER-PMH-058	17	NS
V2946rep2	Vagina	NSW-SYD-RHW-001_rep2	NSW-SYD-RHW-001	17	NS
V2947rep2	Vagina	NSW-SYD-RHW-004_rep2	NSW-SYD-RHW-004	17	NS
V2948rep2	Vagina	NSW-SYD-RHW-018_rep2	NSW-SYD-RHW-018	17	NS
V2949rep2	Vagina	NSW-SYD-RHW-041_rep2	NSW-SYD-RHW-041	17	NS
V2950rep2	Vagina	NSW-SYD-CHW-025_rep2	NSW-SYD-CHW-025	17	NS
V2951rep2	Vagina	NSW-SYD-CHW-042_rep2	NSW-SYD-CHW-042	17	NS
V2851rep2	Vagina	QLD-BRI-MATER-126_rep2	QLD-BRI-MATER-126	17	EB
V2812	Vagina	QLD-BRI-MATER-053	QLD-BRI-MATER-053	17	NS
V2813	Vagina	QLD-BRI-MATER-088	QLD-BRI-MATER-088	17	NS
V2814	Vagina	SA-ADEL-WCH-017	SA-ADEL-WCH-017	17	NS
V2815	Vagina	SA-ADEL-WCH-023	SA-ADEL-WCH-023	17	NS
V2816	Vagina	SA-ADEL-WCH-027	SA-ADEL-WCH-027	17	NS
V2817	Vagina	SA-ADEL-WCH-037	SA-ADEL-WCH-037	17	NS
V2818	Vagina	SA-ADEL-WCH-045	SA-ADEL-WCH-045	17	NS
V2904	Vagina	SA-ADEL-WCH-134	SA-ADEL-WCH-134	17	KN
V2905	Vagina	VIC-MEL-RMH-049	VIC-MEL-RMH-049	17	KN
V2906	Vagina	VIC-MEL-RMH-099	VIC-MEL-RMH-099	17	KN
V2907	Vagina	VIC-MEL-RMH-114	VIC-MEL-RMH-114	17	KN
V2908	Vagina	VIC-MEL-RMH-096	VIC-MEL-RMH-096	17	KN
V2909	Vagina	VIC-MEL-RMH-119	VIC-MEL-RMH-119	17	KN
V2910	Vagina	VIC-MEL-RMH-168	VIC-MEL-RMH-168	17	KN
V2911	Vagina	WA-PER-PMH-100	WA-PER-PMH-100	17	KN
V2811	Vagina	QLD-BRI-MATER-030	QLD-BRI-MATER-030	17	NS
V2860rep2	Vagina	WA-PER-PMH-085_rep2	WA-PER-PMH-085	17	EB
V2861rep2	Vagina	NSW-SYD-RHW-057_rep2	NSW-SYD-RHW-057	17	EB
V2862rep2	Vagina	NSW-SYD-CHW-054_rep2	NSW-SYD-CHW-054	17	EB
V2863rep2	Vagina	NSW-SYD-CHW-056_rep2	NSW-SYD-CHW-056	17	EB
V2864rep2	Vagina	NSW-SYD-RHW-063_rep2	NSW-SYD-RHW-063	17	EB
V2865rep2	Vagina	NSW-SYD-STG-025_rep2	NSW-SYD-STG-025	17	EB
V2866rep2	Vagina	NSW-SYD-CHW-082_rep2	NSW-SYD-CHW-082	17	EB
V2952rep2	Vagina	NSW-SYD-STG-020_rep2	NSW-SYD-STG-020	17	NS
V2953rep2	Vagina	NSW-SYD-RHW-054_rep2	NSW-SYD-RHW-054	17	NS
V2954rep2	Vagina	NSW-SYD-CHW-051_rep2	NSW-SYD-CHW-051	17	NS
V2955rep2	Vagina	NSW-SYD-RHW-055_rep2	NSW-SYD-RHW-055	17	NS
V2956rep2	Vagina	NSW-SYD-RHW-033_rep2	NSW-SYD-RHW-033	17	NS
V2957rep2	Vagina	NSW-SYD-RHW-034_rep2	NSW-SYD-RHW-034	17	NS
V2958rep2	Vagina	NSW-SYD-CHW-027_rep2	NSW-SYD-CHW-027	17	NS
V2959rep2	Vagina	QLD-BRI-MATER-064_rep2	QLD-BRI-MATER-064	17	NS
V2859rep2	Vagina	WA-PER-PMH-090_rep2	WA-PER-PMH-090	17	EB
V2868rep2	Vagina	NSW-SYD-CHW-075_rep2	NSW-SYD-CHW-075	17	EB
V2869rep2	Vagina	QLD-BRI-MATER-113_rep2	QLD-BRI-MATER-113	17	EB
V2870rep2	Vagina	QLD-BRI-MATER-119_rep2	QLD-BRI-MATER-119	17	EB
V2871rep2	Vagina	QLD-BRI-MATER-123_rep2	QLD-BRI-MATER-123	17	EB
V2872rep2	Vagina	SA-ADEL-WCH-110_rep2	SA-ADEL-WCH-110	17	EB
V2873rep2	Vagina	SA-ADEL-WCH-122_rep2	SA-ADEL-WCH-122	17	EB
V2874rep2	Vagina	VIC-MEL-RMH-040_rep2	VIC-MEL-RMH-040	17	EB
V2960rep2	Vagina	QLD-BRI-MATER-109_rep2	QLD-BRI-MATER-109	17	NS
V2961rep2	Vagina	QLD-BRI-MATER-106_rep2	QLD-BRI-MATER-106	17	NS
V2962rep2	Vagina	QLD-BRI-MATER-121_rep2	QLD-BRI-MATER-121	17	NS
V2963rep2	Vagina	SA-ADEL-WCH-076_rep2	SA-ADEL-WCH-076	17	NS
V2964rep2	Vagina	SA-ADEL-WCH-079_rep2	SA-ADEL-WCH-079	17	NS
V2965rep2	Vagina	SA-ADEL-WCH-094_rep2	SA-ADEL-WCH-094	17	NS
V2966rep2	Vagina	SA-ADEL-WCH-100_rep2	SA-ADEL-WCH-100	17	NS
V2967rep2	Vagina	WA-PER-PMH-065_rep2	WA-PER-PMH-065	17	NS
V2867rep2	Vagina	NSW-SYD-CHW-083_rep2	NSW-SYD-CHW-083	17	EB
V2876rep2	Vagina	VIC-MEL-RMH-046_rep2	VIC-MEL-RMH-046	17	EB
V2877rep2	Vagina	VIC-MEL-RMH-032_rep2	VIC-MEL-RMH-032	17	EB
V2878rep2	Vagina	VIC-MEL-RMH-012_rep2	VIC-MEL-RMH-012	17	EB
V2879rep2	Vagina	VIC-MEL-RMH-072_rep2	VIC-MEL-RMH-072	17	EB
V2880rep2	Vagina	VIC-MEL-RMH-122_rep2	VIC-MEL-RMH-122	17	EB
V2881rep2	Vagina	VIC-MEL-RMH-113_rep2	VIC-MEL-RMH-113	17	EB
V2882rep2	Vagina	VIC-MEL-RMH-108_rep2	VIC-MEL-RMH-108	17	EB
V2968rep2	Vagina	WA-PER-PMH-062_rep2	WA-PER-PMH-062	17	NS
V2969rep2	Vagina	WA-PER-PMH-073_rep2	WA-PER-PMH-073	17	NS
V2970rep2	Vagina	WA-PER-PMH-067_rep2	WA-PER-PMH-067	17	NS
V2971rep2	Vagina	WA-PER-PMH-095_rep2	WA-PER-PMH-095	17	NS
V2972rep2	Vagina	NSW-SYD-CHW-044_rep2	NSW-SYD-CHW-044	17	NS
V2973rep2	Vagina	NSW-SYD-RHW-059_rep2	NSW-SYD-RHW-059	17	NS
V2974rep2	Vagina	NSW-SYD-CHW-053_rep2	NSW-SYD-CHW-053	17	NS
V2975rep2	Vagina	NSW-SYD-STG-026_rep2	NSW-SYD-STG-026	17	NS
V2875rep2	Vagina	VIC-MEL-RMH-050_rep2	VIC-MEL-RMH-050	17	EB
V2884rep2	Vagina	WA-PER-PMH-097_rep2	WA-PER-PMH-097	17	EB
V2885rep2	Vagina	WA-PER-PMH-094_rep2	WA-PER-PMH-094	17	EB
V2886rep2	Vagina	WA-PER-PMH-101_rep2	WA-PER-PMH-101	17	EB
V2887rep2	Vagina	WA-PER-PMH-111_rep2	WA-PER-PMH-111	17	EB
V2888rep2	Vagina	WA-PER-PMH-106_rep2	WA-PER-PMH-106	17	EB
V2889rep2	Vagina	NSW-SYD-CHW-063_rep2	NSW-SYD-CHW-063	17	EB
V2890rep2	Vagina	NSW-SYD-CHW-084_rep2	NSW-SYD-CHW-084	17	EB
V2976rep2	Vagina	NSW-SYD-CHW-060_rep2	NSW-SYD-CHW-060	17	NS
V2977rep2	Vagina	NSW-SYD-CHW-070_rep2	NSW-SYD-CHW-070	17	NS
V2978rep2	Vagina	QLD-BRI-MATER-149_rep2	QLD-BRI-MATER-149	17	NS
V2979rep2	Vagina	QLD-BRI-MATER-129_rep2	QLD-BRI-MATER-129	17	NS
V2980rep2	Vagina	QLD-BRI-MATER-143_rep2	QLD-BRI-MATER-143	17	NS
V2981rep2	Vagina	QLD-BRI-MATER-156_rep2	QLD-BRI-MATER-156	17	NS
V2982rep2	Vagina	QLD-BRI-MATER-179_rep2	QLD-BRI-MATER-179	17	NS
V2983rep2	Vagina	SA-ADEL-WCH-101_rep2	SA-ADEL-WCH-101	17	NS
V2883rep2	Vagina	WA-PER-PMH-093_rep2	WA-PER-PMH-093	17	EB
V2892rep2	Vagina	QLD-BRI-MATER-163_rep2	QLD-BRI-MATER-163	17	EB
V2893rep2	Vagina	QLD-BRI-MATER-142_rep2	QLD-BRI-MATER-142	17	EB
V2894rep2	Vagina	QLD-BRI-MATER-161_rep2	QLD-BRI-MATER-161	17	EB
V2895rep2	Vagina	QLD-BRI-MATER-169_rep2	QLD-BRI-MATER-169	17	EB
VH2O1rep2	Blank	Water_Control_for_16S_PCR2_rep2	Water_Control_for_16S_PCR2	17	
VZRStd1rep2	Standard	ZR_Microbial_DNA_Standard_5ng_rep2	ZR_Microbial_DNA_Standard_5ng	17	
VNTC1rep2	Blank	No_template_control_16S_PCR1_rep2	No_template_control_16S_PCR1	17	
V2984rep2	Vagina	SA-ADEL-WCH-105_rep2	SA-ADEL-WCH-105	17	NS
V2985rep2	Vagina	SA-ADEL-WCH-129_rep2	SA-ADEL-WCH-129	17	NS
V2986rep2	Vagina	VIC-MEL-RMH-075_rep2	VIC-MEL-RMH-075	17	NS
V2987rep2	Vagina	VIC-MEL-RMH-088_rep2	VIC-MEL-RMH-088	17	NS
V2988rep2	Vagina	VIC-MEL-RMH-087_rep2	VIC-MEL-RMH-087	17	NS
VH2O2rep2	Blank	Water_Control_for_16S_PCR2_rep2	Water_Control_for_16S_PCR2	17	
VZRStd2rep2	Standard	ZR_Microbial_DNA_Standard_5ng_rep2	ZR_Microbial_DNA_Standard_5ng	17	
VNTC2rep2	Blank	No_template_control_16S_PCR1_rep2	No_template_control_16S_PCR1	17	
V2891rep2	Blank	Kit_Blank_rep2	Kit_Blank	17	EB
V2894	Vagina	QLD-BRI-MATER-161	QLD-BRI-MATER-161	17	EB
V2989	Vagina	VIC-MEL-RMH-086	VIC-MEL-RMH-086	17	NS
V2990	Vagina	VIC-MEL-RMH-084	VIC-MEL-RMH-084	17	NS
V2991	Blank	Kit_Blank	Kit_Blank	17	NS
V2987	Vagina	VIC-MEL-RMH-088	VIC-MEL-RMH-088	17	NS
V2992	Vagina	VIC-MEL-RMH-092	VIC-MEL-RMH-092	17	NS
V2993	Vagina	VIC-MEL-RMH-097	VIC-MEL-RMH-097	17	NS
V2994	Vagina	VIC-MEL-RMH-115	VIC-MEL-RMH-115	17	NS
V2995	Vagina	VIC-MEL-RMH-199	VIC-MEL-RMH-199	17	NS
V2996	Vagina	VIC-MEL-RMH-196	VIC-MEL-RMH-196	17	NS
V2997	Vagina	WA-PER-PMH-116	WA-PER-PMH-116	17	NS
V2998	Vagina	WA-PER-PMH-117	WA-PER-PMH-117	17	NS
V2999	Vagina	WA-PER-PMH-123	WA-PER-PMH-123	17	NS
V3000	Vagina	WA-PER-PMH-132	WA-PER-PMH-132	17	NS
V3001	Vagina	WA-PER-PMH-163	WA-PER-PMH-163	17	NS
V3002	Vagina	QLD-BRI-MATER-190	QLD-BRI-MATER-190	17	NS
V3003	Vagina	SA-ADEL-REG-058	SA-ADEL-REG-058	17	NS
V3004	Vagina	VIC-MEL-RMH-142	VIC-MEL-RMH-142	17	NS
V3005	Vagina	VIC-MEL-RMH-128	VIC-MEL-RMH-128	17	NS
V3006	Vagina	VIC-MEL-RMH-129	VIC-MEL-RMH-129	17	NS
V3007	Vagina	VIC-MEL-RMH-154	VIC-MEL-RMH-154	17	NS
V3008	Vagina	VIC-MEL-RMH-152	VIC-MEL-RMH-152	17	NS
V3009	Vagina	VIC-MEL-RMH-170	VIC-MEL-RMH-170	17	NS
V3010	Vagina	WA-PER-PMH-114	WA-PER-PMH-114	17	NS
V3011	Vagina	WA-PER-PMH-128	WA-PER-PMH-128	17	NS
V3012	Vagina	WA-PER-PMH-148	WA-PER-PMH-148	17	NS
V3013	Blank	mock_(orange_swab_tube)	mock_(orange_swab_tube)	17	NS
VH2O3	Blank	Water_Control_for_16S_PCR2	Water_Control_for_16S_PCR2	17	
VZRStd3	Standard	ZR_Microbial_DNA_Standard_5ng	ZR_Microbial_DNA_Standard_5ng	17	
VNTC3	Blank	No_template_control_16S_PCR1	No_template_control_16S_PCR1	17	
VNTC3rep2	Blank	No_template_control_16S_PCR1_rep2	No_template_control_16S_PCR1	17	
VZRStd3rep2	Standard	ZR_Microbial_DNA_Standard_5ng_rep2	ZR_Microbial_DNA_Standard_5ng	17	
VH2O3rep2	Blank	Water_Control_for_16S_PCR2_rep2	Water_Control_for_16S_PCR2	17	
V3013rep2	Blank	mock_(orange_swab_tube)_rep2	mock_(orange_swab_tube)	17	NS
V2820	Vagina	SA-ADEL-REG-018	SA-ADEL-REG-018	17	NS
